Time (s),RTT EMA Variance,CWND EMA Variance
0,3.5606502602369954,0
1.1682313,1.904400276592838e-05,7.463824000004906e-91
2.16933074,4.0000083300480764e-07,0
3.171728382,6036.848986131254,8.17960429429388e-82
4.172802546,3.0140100077879743e-05,0
5.178273074,131.17103880421564,0
6.182768168,507.5294510073894,0
7.187288071,0.004243595714472295,0
8.188535046,0.23814162703600913,0
9.188998554,24.280681831262417,0
10.191717639,158.349509876319,0
11.195367894,22.64352463591324,0
12.197781055,335.3503726089839,0
13.200595768,0.0005200343867169219,0
14.203846789,0.2507843568935688,0
15.207434176,17.528466854238456,0
16.210395938,67.75409967997437,0
17.212090009,3081.22724135676,0
18.216170653,792.9428952431749,0
19.218858991,81.54530211122712,0
20.221289633,4092.9845216890335,0
21.224200823,0.3873020124593332,0
22.226552161,0.0021981497905010396,0
23.228767435,0.021199357879111716,0
24.236172450,2005.0559998861474,0
25.244493111,1550.0250004042532,0
26.248230108,54.672750023300665,2.0764810000010953e-31
27.257200406,0.2601766398119003,1.8688329000005137e-260
28.265302888,2.490010889228948e-06,0
29.268416433,75.41426725452617,0
30.272270347,4.4893537432471616e-08,0
31.274153995,0.00014334484908704539,0
32.277733204,1.5288100244014756e-05,0
33.281132215,50.56560219925124,0
34.284106363,514.6427752224395,0
35.288416861,109.1218009907725,0
36.289346200,203.15691032509096,0
37.290259341,480.9509172079751,0
38.292577772,731.4325056036134,0
39.298029577,0.0022560039772628036,0
40.304608968,1.8490001006572888e-10,2.0764810000061755e-64
41.305347335,9.025048705628683e-08,8.3059239999971e-292
42.309395273,2.044900000029631e-09,0
43.311850694,0.020451692319182764,0
44.316518477,1.8748900000075395e-08,0
45.319156323,14837.903998719483,0
46.319842089,321.6510000170073,0
47.324150614,351.6638045104297,0
48.329907523,331.88858997553655,0
49.332922175,9.000089009502566e-07,0
50.334025319,415.33634788443,0
51.337396473,0.04622486743676703,0
52.340492243,0.19965670033620417,0
53.344878928,0.005904852735577276,0
54.346061139,0.00215295986098305,0
55.351040984,3.960236659792279e-05,0
56.353258067,0.45697210110258357,0
57.356955127,1.9880999982379496e-06,0
58.360066782,4901.795977430251,0
59.361652593,147.5060441217274,0
60.367914363,40.83136187773356,0
61.372271210,7766.762410676893,0
62.393642387,25.660495158539348,0
63.396802354,1182.6950644159106,0
64.400780957,331.88858172387563,0
65.406095503,5.1075999963577034e-08,0
66.407004985,0.051696048347160004,0
67.409407106,0.04524128547594501,0
68.412229214,4.2436000159464405e-08,0
69.414961412,3.097599999935619e-08,0
70.419104144,5.152899999558449e-07,0
71.421063502,5.953600224690918e-06,0
72.424378708,0.0005975289906096816,0
73.427474690,6.40001580563385e-07,0
74.430839198,0.15681530341606267,0
75.434350788,1195.6309290397992,0
76.437521940,456.4484133551076,0
77.441453801,599.2240769333501,0
78.447570628,13307.9032886577,0
79.468735816,262.6694884316285,0
80.472798139,919.9218593632933,0
81.474438388,8.934750115794502,0
82.479916527,0.783921678292985,0
83.481097079,20.6817946089262,0
84.483877373,78.95316779489437,0
85.487950622,309.80196871140186,0
86.491151802,0.18961271028721124,0
87.493804991,0.00023716916242536582,0
88.496415781,128.35488266594658,0
89.501101391,0.024923249170444823,0
90.504291943,199.58570555746329,0
91.507517931,0.4173115026861017,0
92.511767874,0.00022467599859507612,0
93.514285437,410.74862154166044,0
94.519228636,5044.001014451466,0
95.523258184,0.009254439107695907,0
96.523825596,0.011971588032738333,0
97.526632346,0.5265481935013979,0
98.530380824,0.0194881580907073,0
99.533294613,1.9965490329378106,0
100.536738865,0.010160638935043188,0
101.539233444,0.459679402816236,0
102.543476153,0.0003387240643479816,0
103.546179635,0.00021715599790590474,0
104.549731505,6.350400021690995e-06,0
105.552582359,75.96198062556094,0
106.555613903,334.1870639270145,0
107.559255172,368.37899636727553,0
108.563482901,1.705519431600796,0
109.566496626,0.0002861727221428678,0
110.570240702,1.013760006880711,2.076481000619942e-133
111.572319977,0.07024863509370241,0
112.576222438,41.60475000124055,0
113.578483664,0.00016080126321049826,0
114.581962607,0.3170719629641886,0
115.585307951,0.0001848998688640265,0
116.588564514,11.123681860045142,0
117.592458766,47.0652456437271,0
118.595270394,109.01717207278573,0
119.598508624,4.312620331552978,0
120.601495242,14.274162728186498,0
121.604584648,2.9554530768348317,0
122.608213868,0.9636756062372542,0
123.611034716,314.74743043107327,0
124.615310375,0.000323996761141029,0
125.619241750,4.000031636769682e-05,0
126.621808545,5.9402319409735396e-06,0
127.625394859,1.2321462307922246e-05,0
128.628514804,1.5057900034814273,0
129.632215770,6.656781358939115,0
130.637720631,4.713390018546394,0
131.639492149,426.03298308308337,0
132.644226663,0.05569544325147567,0
133.646225739,2.097639997893004e-05,0
134.649490150,0.00046239953778486964,0
135.653125831,0.24460935526066122,0
136.656681507,0.09363536696603782,0
137.660263203,0.08297393844028567,0
138.664848525,0.00504095158262705,0
139.667892730,1.002389990803709e-06,0
140.670843397,389.1945497997459,0
141.674465509,0.00015840400414248793,0
142.678836242,57.024000020449016,0
143.681937452,123.36292525319195,0
144.685653116,3.2165108790553876,0
145.688111456,46.61810999797689,0
146.690713264,27.941855061691445,0
147.692087127,18.448551881623366,0
148.696187024,239.08149837627522,0
149.703280772,126.17455174981765,0
150.707176886,0.007571589893679574,0
151.709933292,82.68579000964058,0
152.714492724,3.9689997455952346e-05,0
153.718694584,0.0002220099821578662,0
154.721821123,27.28044992593233,0
155.724971366,15.468755584166422,0
156.728616621,3.9293284213493003,0
157.733808338,1.664190468830269,0
158.735084663,0.6299619354370297,0
159.737783602,0.034224671387343815,0
160.742305346,0.00022090070310653507,0
161.745434456,1.9237350744576378,0
162.749189592,0.2193612896078837,0
163.753996789,0.001797787606471453,0
164.759010502,0.011360175200855636,0
165.762973836,0.00028944399816729634,0
166.765880988,252.47474973733927,0
167.769184106,62.37099235814607,0
168.773223112,19.134634872607887,0
169.778618317,0.11293819326933593,0
170.781585583,0.2540134688985464,0
171.782687580,0.0007075599317604187,0
172.787355862,0.0011289598870185035,0
