Chunk Index,audioTimestamp,droppedFrameTimestamp,currentTimestampDiff,Relative Timestamp Difference (μs)
0,9112680409862,14066625,9112666343237,16905
1,9112680409862,14099978,9112666343237,16905
2,9112680499862,14166623,9112666333239,6907
3,9112680499862,14199966,9112666333239,6907
4,9112680619862,14267415,9112666352447,26115
5,9112680619862,14299967,9112666352447,26115
6,9112680709862,14366630,9112666343232,16900
7,9112680709862,14399954,9112666343232,16900
8,9112680799861,14466621,9112666333240,6908
9,9112680799861,14499971,9112666333240,6908
10,9112680919862,14566756,9112666353106,26774
11,9112680919862,14599969,9112666353106,26774
12,9112681009862,14666638,9112666343224,16892
13,9112681009862,14699958,9112666343224,16892
14,9112681099862,14766605,9112666333257,6925
15,9112681099862,14799931,9112666333257,6925
16,9112681219862,14866618,9112666353244,26912
17,9112681219862,14899958,9112666353244,26912
18,9112681309862,14966628,9112666343234,16902
19,9112681309862,14999954,9112666343234,16902
20,9112681399862,15066621,9112666333241,6909
21,9112681399862,15099936,9112666333241,6909
22,9112681519862,15166600,9112666353262,26930
23,9112681519862,15199954,9112666353262,26930
24,9112681609862,15266614,9112666343248,16916
25,9112681609862,15299957,9112666343248,16916
26,9112681699862,15366627,9112666333235,6903
27,9112681699862,15400108,9112666333235,6903
28,9112681819861,15466608,9112666353253,26921
29,9112681819861,15499948,9112666353253,26921
30,9112681909862,15567662,9112666342200,15868
31,9112681909862,15599967,9112666342200,15868
32,9112681999862,15666601,9112666333261,6929
33,9112681999862,15699945,9112666333261,6929
34,9112682119862,15766609,9112666353253,26921
35,9112682119862,15799952,9112666353253,26921
36,9112682209862,15868522,9112666341340,15008
37,9112682209862,15899957,9112666341340,15008
38,9112682299862,15966601,9112666333261,6929
39,9112682299862,15999936,9112666333261,6929
40,9112682419862,16066608,9112666353254,26922
41,9112682419862,16100166,9112666353254,26922
42,9112682509862,16166582,9112666343280,16948
43,9112682509862,16199930,9112666343280,16948
44,9112682599862,16266626,9112666333236,6904
45,9112682599862,16299938,9112666333236,6904
46,9112682719862,16366603,9112666353259,26927
47,9112682719862,16401586,9112666353259,26927
48,9112682809862,16466600,9112666343262,16930
49,9112682809862,16499907,9112666343262,16930
50,9112682899862,16566611,9112666333251,6919
51,9112682899862,16599932,9112666333251,6919
52,9112683019862,16666590,9112666353272,26940
53,9112683019862,16699906,9112666353272,26940
54,9112683109862,16766593,9112666343269,16937
55,9112683109862,16799938,9112666343269,16937
56,9112683199862,16866601,9112666333261,6929
57,9112683199862,16899918,9112666333261,6929
58,9112683319862,16966578,9112666353284,26952
59,9112683319862,16999905,9112666353284,26952
60,9112683409862,17066580,9112666343282,16950
61,9112683409862,17099926,9112666343282,16950
62,9112683499862,17166518,9112666333344,7012
63,9112683499862,17199913,9112666333344,7012
