Chunk Index,Relative Timestamp Difference (μs)
0,613095
1,583095
2,553095
3,523095
4,493095
5,463095
6,433095
7,403095
8,373096
9,343095
10,313095
11,283095
12,253095
13,223095
14,193095
15,163095
16,133095
17,103095
18,73095
19,43095
20,13095
21,53093
22,23093
23,63885
24,33885
25,3885
26,43100
27,13100
28,53091
29,23091
30,63226
31,33226
32,3226
33,43108
34,13108
35,53075
36,23075
37,63088
38,33088
39,3088
40,43098
41,13098
42,53091
43,23091
44,63070
45,33070
46,3070
47,43084
48,13084
49,53097
50,23097
51,63078
52,33078
53,3078
54,44133
55,14132
56,53071
57,23071
58,63079
59,33079
60,3079
61,44992
62,14992
63,53071
64,23071
65,63078
66,33078
67,3078
68,43052
69,13052
70,53096
71,23096
72,63073
73,33073
74,3073
75,43070
76,13070
77,53081
78,23081
79,63060
80,33060
81,3060
82,43063
83,13063
84,53071
85,23071
86,63048
87,33048
88,3048
89,43050
90,13050
91,52988
92,22988
93,63071
94,33071
95,3071
96,3069
97,3066
98,3074
99,3070
100,4762
101,4522
102,3959
103,3036
104,3010
105,3024
106,3035
107,3028
108,3042
109,87
110,3010
111,3029
112,3011
113,3016
114,3009
115,2998
116,4174
117,3982
118,2978
119,179663
120,149663
121,119663
122,89663
123,59663
124,29663
125,2989
126,2990
127,2971
128,2982
129,2976
130,2985
131,21
132,681
133,677
134,2972
135,2958
136,2962
137,3385
138,3315
139,2863
140,2948
141,2948
142,2946
143,2950
144,2954
145,2944
146,2914
147,2927
148,1351
149,2928
150,2940
151,2927
152,2927
153,2911
154,3121
155,2896
156,2889
157,2884
158,2870
159,2894
160,2885
161,2869
162,2880
163,2880
164,163
165,2893
166,2868
167,2873
168,2877
169,2881
170,3299
171,2855
172,2855
173,2848
174,2835
175,2851
176,2838
177,2826
178,2842
179,5
180,2824
181,2827
182,2831
183,2828
184,2814
185,2826
186,3186
187,3142
188,3028
189,8767
190,2787
191,2823
192,2801
193,2802
194,2781
195,2764
196,2782
197,2786
198,2782
199,2794
200,2777
201,2766
202,3056
203,2719
204,2745
205,2748
206,2745
207,2736
208,2744
209,2723
210,2761
211,2737
212,562
213,2741
214,2720
215,2730
216,2724
217,2726
218,2812
219,2952
220,2701
221,2694
222,2712
223,2699
224,2682
225,2689
226,2691
227,2703
228,705
229,2685
230,2674
231,2676
232,2699
233,2681
234,2857
235,3776
236,2648
237,2656
238,2646
239,2633
240,2640
241,2629
242,2748
243,2641
244,2638
245,2636
246,2641
247,2648
248,2639
249,2605
250,2637
251,2881
252,2631
253,2600
254,2601
255,2590
256,2592
257,2589
258,2614
259,2581
260,2571
261,2584
262,2597
263,2584
264,2582
265,2578
266,2561
267,3711
268,2550
269,2544
270,2554
271,2554
272,2503
273,2497
274,2504
275,2495
276,2502
277,2309
278,2518
279,2520
280,2516
281,2508
282,2501
283,2909
284,2497
285,2503
286,2490
287,2506
288,2505
289,2503
290,2511
291,2521
292,354
293,2497
294,2486
295,2506
296,2491
297,2486
298,2500
299,4697
300,2464
301,2445
302,2469
303,2442
304,2445
305,2445
306,2465
307,2450
308,2440
309,2456
310,2432
311,2431
312,2410
313,2507
314,2425
315,3163
316,4235
317,2433
318,2404
319,2414
320,2400
321,2398
322,2405
323,2405
324,1810
325,2374
326,2397
327,2389
