Time (s),Bitrate (Bps)
0,169992.13
1,133497.33
2,104902.89
3,85209.84
4,87245.16
5,97691.38
6,86386.82
7,90416.15
8,45803.94
9,57921.33
10,40705.52
11,23335.06
12,14298.76
13,9501.50
14,4940.04
15,19700.93
16,13032.10
17,15483.94
18,12595.24
19,14883.53
20,13056.99
21,14778.56
22,12558.64
23,15118.83
24,13493.26
25,14791.17
26,12717.68
27,16346.11
28,12427.39
29,13849.17
30,12317.32
31,13731.05
32,12974.95
33,13158.22
34,11097.11
35,12571.72
36,13465.91
37,13623.32
38,12554.52
39,19681.49
40,11550.72
41,15315.73
42,11230.85
43,13987.18
44,11515.55
45,14526.42
46,12819.50
47,14080.13
48,6152.99
49,10005.35
50,10979.96
51,7806.82
52,12737.06
53,12435.76
54,10673.89
55,17594.78
56,14167.92
57,15781.34
58,11303.32
59,12963.93
60,16169.61
61,11176.84
62,2987.59
63,15378.38
64,6038.30
65,16907.22
66,20309.60
67,16494.31
68,11333.68
69,13988.59
70,13641.90
71,15461.14
72,10797.93
73,12970.01
74,12384.30
75,11616.18
76,3940.02
77,10465.31
78,9869.38
79,13239.57
80,3777.67
81,15653.89
82,6022.51
83,12895.48
84,4973.14
85,9079.38
86,7610.77
87,15953.86
88,14129.94
89,11418.93
90,7724.54
91,14912.83
92,6258.80
93,22062.18
94,7930.57
95,16988.64
96,13622.93
97,20656.64
98,16022.68
99,18422.36
100,15417.79
101,15992.77
102,12228.69
103,18104.77
104,15160.26
105,15125.88
106,11031.02
107,16735.89
108,12761.66
109,17633.54
110,16669.77
111,17026.92
112,15612.77
113,14895.45
114,12256.20
115,12080.66
116,8830.93
117,11618.26
118,15404.34
119,12065.42
120,10233.89
121,11189.64
122,10117.65
123,15305.38
124,8957.73
125,15471.62
126,13452.95
127,15219.12
128,10679.46
129,14771.88
130,13440.20
131,15007.25
132,10851.66
133,14884.86
134,15303.61
135,12389.46
136,11276.11
137,10267.01
138,8379.42
139,9091.55
140,2795.85
141,16496.87
142,16238.10
143,16170.45
144,11953.03
145,18763.49
146,11618.03
147,17523.52
148,6113.25
149,9624.25
150,7981.40
151,13927.61
152,12709.24
153,17903.83
154,13330.91
155,17997.94
156,12243.73
157,16212.22
158,8205.58
159,15263.98
160,13116.18
161,17653.57
162,9820.80
163,11262.08
164,9865.46
165,11308.81
166,12851.97
167,16065.49
168,17439.63
169,14642.56
170,10471.56
171,14946.11
172,17486.54
173,15444.21
174,12153.85
175,14080.75
176,12530.99
177,15359.38
178,16987.64
179,15507.76
180,10675.95
181,11092.13
182,2913.13
183,7900.52
184,23262.13
185,13643.60
186,11575.41
187,23855.22
188,11694.62
189,6688.73
190,13042.40
191,11416.67
192,11343.68
193,15904.43
194,9003.10
195,11123.06
196,8880.71
197,13428.57
198,14712.67
199,10590.06
200,18675.62
201,22006.21
202,13229.02
203,16015.46
204,12656.35
205,13307.45
206,12009.31
207,13938.67
208,11982.44
209,15935.95
210,11512.93
211,13819.59
212,9240.41
213,9741.47
214,2937.89
215,12374.87
216,3784.76
217,16502.07
218,15362.96
219,14560.87
220,7098.59
221,18513.46
222,6446.47
223,9098.20
224,17007.25
225,12203.93
226,7895.45
227,11485.45
228,5225.77
229,11550.16
230,4776.86
231,11245.34
232,6692.95
233,17983.47
234,23223.73
235,23272.92
236,19596.98
237,13549.12
238,16948.13
239,18592.32
240,14053.01
241,14324.72
242,11725.96
243,16319.88
244,12234.99
245,17716.49
246,8393.78
247,14306.54
248,11630.89
249,14381.84
250,11746.11
251,14318.84
252,11497.93
253,11645.60
254,10523.27
255,15600.00
256,11693.90
257,13540.76
258,13970.01
259,8916.24
260,7555.90
261,10574.09
262,21980.31
263,15343.01
264,12044.56
265,13627.98
266,12036.16
267,13309.92
268,14624.48
269,17990.70
270,13491.21
271,15515.56
272,12377.46
273,9321.28
274,10052.74
275,9939.05
276,11695.97
277,6998.97
278,3827.98
279,9956.43
280,7361.28
281,11014.49
282,3380.56
283,10565.08
284,16362.69
285,33753.11
286,14665.28
287,19317.85
288,6440.99
289,25273.20
290,99716.80
291,22070.47
292,75730.56
293,63486.15
294,66735.15
295,98453.89
296,81294.42
297,55315.08
298,45767.09
299,102540.40
300,87982.38
301,45792.47
302,56120.12
303,100319.17
304,111003.21
305,156039.24
306,121455.96
307,119641.82
308,102349.85
309,115174.77
310,121910.12
311,81137.97
312,184746.90
313,167630.43
314,59648.03
315,81844.56
316,87737.55
317,107581.18
318,90464.88
319,190326.78
320,157433.75
321,82615.70
322,78773.29
323,107148.34
324,87617.37
325,79637.68
326,65154.96
327,75174.09
328,74433.16
329,64090.91
330,15041.37
331,39462.81
332,35809.52
333,39447.20
334,56396.28
335,187218.56
336,179647.06
337,190117.77
338,184802.48
339,138534.72
340,148211.78
341,165333.33
342,183479.25
343,154727.18
344,107920.29
345,105451.45
346,30833.33
347,226813.81
