INFO https://10.0.4.1:5173/audience/src/worker/VideoDecoderWorker.ts?worker_file&type=module 128 🗑️ Post-drop: Dropped frame that is at least: 0 μs late, audio chunk's timestamp: 9112680409862, dropped frame's timestamp: 14066625, currentTimestampDiff: 9112666343237, baseTimestampDiff: 9112666326332, relative diff(current-base): 16905
INFO https://10.0.4.1:5173/audience/src/worker/VideoDecoderWorker.ts?worker_file&type=module 128 🗑️ Post-drop: Dropped frame that is at least: 0 μs late, audio chunk's timestamp: 9112680409862, dropped frame's timestamp: 14099978, currentTimestampDiff: 9112666343237, baseTimestampDiff: 9112666326332, relative diff(current-base): 16905
INFO https://10.0.4.1:5173/audience/src/worker/VideoDecoderWorker.ts?worker_file&type=module 128 🗑️ Post-drop: Dropped frame that is at least: 0 μs late, audio chunk's timestamp: 9112680499862, dropped frame's timestamp: 14166623, currentTimestampDiff: 9112666333239, baseTimestampDiff: 9112666326332, relative diff(current-base): 6907
INFO https://10.0.4.1:5173/audience/src/worker/VideoDecoderWorker.ts?worker_file&type=module 128 🗑️ Post-drop: Dropped frame that is at least: 0 μs late, audio chunk's timestamp: 9112680499862, dropped frame's timestamp: 14199966, currentTimestampDiff: 9112666333239, baseTimestampDiff: 9112666326332, relative diff(current-base): 6907
INFO https://10.0.4.1:5173/audience/src/worker/VideoDecoderWorker.ts?worker_file&type=module 128 🗑️ Post-drop: Dropped frame that is at least: 0 μs late, audio chunk's timestamp: 9112680619862, dropped frame's timestamp: 14267415, currentTimestampDiff: 9112666352447, baseTimestampDiff: 9112666326332, relative diff(current-base): 26115
INFO https://10.0.4.1:5173/audience/src/worker/VideoDecoderWorker.ts?worker_file&type=module 128 🗑️ Post-drop: Dropped frame that is at least: 0 μs late, audio chunk's timestamp: 9112680619862, dropped frame's timestamp: 14299967, currentTimestampDiff: 9112666352447, baseTimestampDiff: 9112666326332, relative diff(current-base): 26115
INFO https://10.0.4.1:5173/audience/src/worker/VideoDecoderWorker.ts?worker_file&type=module 128 🗑️ Post-drop: Dropped frame that is at least: 0 μs late, audio chunk's timestamp: 9112680709862, dropped frame's timestamp: 14366630, currentTimestampDiff: 9112666343232, baseTimestampDiff: 9112666326332, relative diff(current-base): 16900
INFO https://10.0.4.1:5173/audience/src/worker/VideoDecoderWorker.ts?worker_file&type=module 128 🗑️ Post-drop: Dropped frame that is at least: 0 μs late, audio chunk's timestamp: 9112680709862, dropped frame's timestamp: 14399954, currentTimestampDiff: 9112666343232, baseTimestampDiff: 9112666326332, relative diff(current-base): 16900
INFO https://10.0.4.1:5173/audience/src/worker/VideoDecoderWorker.ts?worker_file&type=module 128 🗑️ Post-drop: Dropped frame that is at least: 0 μs late, audio chunk's timestamp: 9112680799861, dropped frame's timestamp: 14466621, currentTimestampDiff: 9112666333240, baseTimestampDiff: 9112666326332, relative diff(current-base): 6908
INFO https://10.0.4.1:5173/audience/src/worker/VideoDecoderWorker.ts?worker_file&type=module 128 🗑️ Post-drop: Dropped frame that is at least: 0 μs late, audio chunk's timestamp: 9112680799861, dropped frame's timestamp: 14499971, currentTimestampDiff: 9112666333240, baseTimestampDiff: 9112666326332, relative diff(current-base): 6908
INFO https://10.0.4.1:5173/audience/src/worker/VideoDecoderWorker.ts?worker_file&type=module 128 🗑️ Post-drop: Dropped frame that is at least: 0 μs late, audio chunk's timestamp: 9112680919862, dropped frame's timestamp: 14566756, currentTimestampDiff: 9112666353106, baseTimestampDiff: 9112666326332, relative diff(current-base): 26774
