Chunk Index,Drop Rate
0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0.008695652173913044
116,0.017391304347826087
117,0.017241379310344827
118,0.017094017094017096
119,0.01694915254237288
120,0.01680672268907563
121,0.025210084033613446
122,0.03361344537815126
123,0.03333333333333333
124,0.03305785123966942
125,0.03278688524590164
126,0.032520325203252036
127,0.03225806451612903
128,0.032
129,0.031746031746031744
130,0.03968253968253968
131,0.047619047619047616
132,0.047244094488188976
133,0.046875
134,0.046511627906976744
135,0.046153846153846156
136,0.04580152671755725
137,0.05343511450381679
138,0.061068702290076333
139,0.06060606060606061
140,0.06015037593984962
141,0.05970149253731343
142,0.05925925925925926
143,0.058823529411764705
144,0.0661764705882353
145,0.07352941176470588
146,0.072992700729927
147,0.07246376811594203
148,0.07194244604316546
149,0.07142857142857142
150,0.07092198581560284
151,0.07042253521126761
152,0.07746478873239436
153,0.08450704225352113
154,0.08391608391608392
155,0.08333333333333333
156,0.08275862068965517
157,0.0821917808219178
158,0.08163265306122448
159,0.08843537414965986
160,0.09523809523809523
161,0.0945945945945946
162,0.09395973154362416
163,0.09333333333333334
164,0.09271523178807947
165,0.09210526315789473
166,0.09868421052631579
167,0.10526315789473684
168,0.10457516339869281
169,0.1038961038961039
170,0.1032258064516129
171,0.10256410256410256
172,0.10191082802547771
173,0.10126582278481013
174,0.10062893081761007
175,0.1069182389937107
176,0.11320754716981132
177,0.1125
178,0.11180124223602485
179,0.1111111111111111
180,0.11042944785276074
181,0.1165644171779141
182,0.12269938650306748
183,0.12195121951219512
184,0.12121212121212122
185,0.12048192771084337
186,0.11976047904191617
187,0.11904761904761904
188,0.125
189,0.13095238095238096
190,0.1301775147928994
191,0.12941176470588237
192,0.1286549707602339
193,0.12790697674418605
194,0.12716763005780346
195,0.12643678160919541
196,0.12571428571428572
197,0.13142857142857142
198,0.13714285714285715
199,0.13636363636363635
200,0.13559322033898305
201,0.1348314606741573
202,0.1340782122905028
203,0.13966480446927373
204,0.1452513966480447
205,0.14444444444444443
206,0.143646408839779
207,0.14285714285714285
208,0.14207650273224043
209,0.14130434782608695
210,0.14054054054054055
211,0.14594594594594595
212,0.15135135135135136
213,0.15053763440860216
214,0.1497326203208556
215,0.14893617021276595
216,0.14814814814814814
217,0.14736842105263157
218,0.14659685863874344
219,0.1518324607329843
220,0.15706806282722513
221,0.15625
222,0.15544041450777202
223,0.15463917525773196
224,0.15384615384615385
225,0.15306122448979592
226,0.15816326530612246
227,0.16326530612244897
228,0.16243654822335024
229,0.16161616161616163
230,0.16080402010050251
231,0.16
232,0.15920398009950248
233,0.16417910447761194
234,0.1691542288557214
235,0.16831683168316833
236,0.16748768472906403
237,0.16666666666666666
238,0.16585365853658537
239,0.1650485436893204
240,0.1642512077294686
241,0.16908212560386474
242,0.17391304347826086
243,0.17307692307692307
244,0.1722488038277512
245,0.17142857142857143
246,0.17061611374407584
247,0.16981132075471697
248,0.17452830188679244
249,0.1792452830188679
250,0.1784037558685446
251,0.17757009345794392
252,0.17674418604651163
253,0.17592592592592593
254,0.17511520737327188
255,0.17972350230414746
256,0.18433179723502305
257,0.1834862385321101
258,0.182648401826484
259,0.18181818181818182
260,0.18099547511312217
261,0.18018018018018017
262,0.17937219730941703
263,0.17857142857142858
264,0.18303571428571427
265,0.1875
266,0.18666666666666668
267,0.18584070796460178
268,0.18502202643171806
