Index,RTT (μs),CWND (B),Bytes In Flight (B)
837,970,40960,4599
838,893,40960,0
839,893,40960,95
840,893,40960,190
841,877,40960,0
842,877,40960,95
843,877,40960,190
844,809,40960,0
845,809,40960,32
846,809,40960,1473
847,809,40960,2914
848,809,40960,4355
849,809,40960,4837
850,762,40960,0
851,762,40960,102
852,762,40960,197
853,737,40960,0
854,737,40960,32
855,737,40960,1473
856,737,40960,2914
857,737,40960,4355
858,737,40960,4812
859,737,40960,4836
860,737,40960,0
861,737,40960,95
862,737,40960,190
863,734,40960,0
864,734,40960,95
865,734,40960,190
866,678,40960,0
867,678,40960,32
868,678,40960,1473
869,678,40960,2914
870,678,40960,4355
871,678,40960,4589
872,700,40960,0
873,700,40960,95
874,700,40960,190
875,703,40960,0
876,703,40960,95
877,703,40960,190
878,693,40960,0
879,693,40960,95
880,775,40960,0
881,775,40960,32
882,775,40960,1473
883,775,40960,2914
884,775,40960,3999
885,768,40960,0
886,768,40960,95
887,768,40960,190
888,751,40960,0
889,751,40960,32
890,751,40960,1473
891,751,40960,2914
892,751,40960,4355
893,751,40960,4506
894,751,40960,0
895,751,40960,95
896,751,40960,190
897,725,40960,0
898,725,40960,95
899,725,40960,190
900,707,40960,0
901,707,40960,32
902,707,40960,1473
903,707,40960,2914
904,707,40960,4355
905,707,40960,4494
906,707,40960,4518
907,696,40960,0
908,696,40960,95
909,696,40960,190
910,643,40960,0
911,643,40960,33
912,643,40960,1474
913,643,40960,2915
914,643,40960,4356
915,643,40960,4602
916,665,40960,0
917,665,40960,95
918,665,40960,190
919,653,40960,0
920,653,40960,95
921,605,40960,0
922,605,40960,95
923,564,40960,0
924,564,40960,33
925,564,40960,1474
926,564,40960,2915
927,564,40960,4356
928,564,40960,4552
929,527,40960,4519
930,563,40960,0
931,563,40960,102
932,563,40960,197
933,528,40960,0
934,528,40960,33
935,528,40960,1474
936,528,40960,2915
937,528,40960,4356
938,528,40960,4523
939,520,40960,0
940,520,40960,95
941,520,40960,190
942,493,40960,0
943,493,40960,95
944,656,40960,0
945,656,40960,95
946,656,40960,190
947,616,40960,0
948,616,40960,33
949,616,40960,1474
950,616,40960,2915
951,616,40960,4290
952,616,40960,4314
953,605,40960,0
954,605,40960,94
955,605,40960,188
956,595,40960,0
957,595,40960,33
958,595,40960,1474
959,595,40960,2915
960,595,40960,3894
961,595,40960,3918
962,582,40960,0
963,582,40960,95
964,582,40960,191
965,553,40960,0
966,553,40960,96
967,553,40960,193
968,534,40960,0
969,534,40960,33
970,534,40960,1474
971,534,40960,2915
972,534,40960,4222
973,583,40960,0
974,583,40960,95
975,673,40960,0
976,673,40960,97
977,742,40960,0
978,742,40960,33
979,742,40960,1474
980,742,40960,2915
981,742,40960,4356
982,742,40960,4495
983,742,40960,4591
984,706,40960,0
985,706,40960,103
986,652,40960,0
987,652,40960,96
988,652,40960,192
989,625,40960,0
990,625,40960,96
991,792,40960,0
992,792,40960,33
993,792,40960,1474
994,792,40960,2915
995,792,40960,4356
996,792,40960,4615
997,792,40960,4639
998,756,40960,0
999,756,40960,96
1000,756,40960,192
1001,732,40960,0
1002,732,40960,96
1003,732,40960,192
1004,682,40960,0
1005,682,40960,33
1006,682,40960,1474
1007,682,40960,2915
1008,682,40960,4356
1009,682,40960,4835
1010,682,40960,4859
1011,629,40960,0
1012,629,40960,96
1013,629,40960,192
1014,616,40960,0
1015,616,40960,33
1016,616,40960,1474
1017,616,40960,2915
1018,616,40960,4356
1019,616,40960,4677
1020,648,40960,0
1021,648,40960,96
1022,648,40960,192
1023,646,40960,0
1024,646,40960,95
1025,646,40960,189
1026,650,40960,0
1027,650,40960,33
1028,650,40960,1474
1029,650,40960,2915
1030,650,40960,4356
1031,650,40960,4670
1032,665,40960,0
1033,665,40960,95
1034,665,40960,189
1035,651,40960,0
1036,651,40960,33
1037,651,40960,1474
1038,651,40960,2915
1039,651,40960,4337
1040,651,40960,4361
1041,661,40960,0
1042,661,40960,96
1043,611,40960,0
1044,611,40960,94
1045,699,40960,0
1046,699,40960,94
1047,699,40960,190
1048,696,40960,0
1049,696,40960,96
1050,649,40960,0
1051,649,40960,33
1052,649,40960,1474
1053,649,40960,2915
1054,649,40960,4140
1055,667,40960,0
1056,667,40960,98
1057,667,40960,198
1058,618,40960,0
1059,618,40960,105
1060,618,40960,203
1061,574,40960,0
1062,574,40960,33
1063,574,40960,1474
1064,574,40960,2915
1065,574,40960,3842
1066,593,40960,0
1067,593,40960,96
1068,593,40960,192
1069,593,40960,0
1070,593,40960,32
1071,593,40960,1473
1072,593,40960,2914
1073,593,40960,4355
1074,593,40960,4589
1075,593,40960,4613
1076,632,40960,0
1077,632,40960,96
1078,632,40960,192
1079,586,40960,0
1080,586,40960,96
1081,549,40960,0
1082,549,40960,96
1083,521,40960,0
1084,521,40960,32
1085,521,40960,1473
1086,521,40960,2914
1087,521,40960,4355
1088,521,40960,5796
1089,521,40960,7237
1090,521,40960,7341
1091,521,40960,7365
1092,511,40960,0
1093,511,40960,95
1094,511,40960,190
1095,546,40960,0
1096,546,40960,32
1097,546,40960,1473
1098,546,40960,2914
1099,546,40960,4355
1100,546,40960,4528
1101,546,40960,4552
1102,582,40960,0
1103,582,40960,95
1104,582,40960,190
1105,600,40960,0
1106,600,40960,95
1107,560,40960,0
1108,560,40960,95
1109,560,40960,190
1110,527,40960,0
1111,527,40960,32
1112,527,40960,1473
1113,527,40960,2914
1114,527,40960,4355
1115,527,40960,4542
1116,527,40960,4566
1117,612,40960,0
1118,612,40960,95
1119,612,40960,190
1120,576,40960,0
1121,576,40960,39
1122,576,40960,1480
1123,576,40960,2921
1124,576,40960,4362
1125,576,40960,4548
1126,576,40960,4572
1127,540,40960,0
1128,540,40960,95
1129,540,40960,190
1130,543,40960,0
1131,543,40960,95
1132,543,40960,190
1133,653,40960,0
1134,653,40960,32
1135,653,40960,1473
1136,653,40960,2914
1137,653,40960,4355
1138,653,40960,4619
1139,653,40960,4643
1140,646,40960,0
1141,646,40960,95
1142,646,40960,190
1143,598,40960,0
1144,598,40960,32
1145,598,40960,1473
1146,598,40960,2914
1147,598,40960,4355
1148,598,40960,4389
1149,598,40960,4413
1150,639,40960,0
1151,639,40960,95
1152,639,40960,190
1153,629,40960,0
1154,629,40960,95
1155,629,40960,190
1156,587,40960,0
1157,587,40960,32
1158,587,40960,1473
1159,587,40960,2914
1160,587,40960,4349
1161,587,40960,4373
1162,608,40960,0
1163,608,40960,95
1164,608,40960,190
1165,614,40960,0
1166,614,40960,95
1167,693,40960,0
1168,693,40960,95
1169,693,40960,190
1170,673,40960,0
1171,673,40960,32
1172,673,40960,1473
1173,673,40960,2914
1174,673,40960,4302
1175,673,40960,4326
1176,679,40960,0
1177,679,40960,95
1178,679,40960,190
1179,629,40960,0
1180,629,40960,32
1181,629,40960,1473
1182,629,40960,2914
1183,629,40960,4225
1184,670,40960,0
1185,670,40960,95
1186,670,40960,190
1187,664,40960,0
1188,664,40960,95
1189,664,40960,190
1190,614,40960,0
1191,614,40960,32
1192,614,40960,1473
1193,614,40960,2914
1194,614,40960,4323
1195,614,40960,4347
1196,585,40960,0
1197,585,40960,95
1198,585,40960,189
1199,574,40960,0
1200,574,40960,32
1201,574,40960,1473
1202,574,40960,2914
1203,574,40960,4188
1204,574,40960,4212
1205,621,40960,0
1206,621,40960,102
1207,621,40960,195
1208,610,40960,0
1209,610,40960,95
1210,610,40960,191
1211,573,40960,96
1212,573,40960,190
1213,555,40960,0
1214,555,40960,32
1215,555,40960,1473
1216,555,40960,2914
1217,555,40960,4132
1218,555,40960,4156
1219,568,40960,0
1220,568,40960,93
1221,568,40960,186
1222,561,40960,0
1223,561,40960,32
1224,561,40960,1473
1225,561,40960,2914
1226,561,40960,4236
1227,602,40960,0
1228,602,40960,95
1229,602,40960,192
1230,559,40960,0
1231,559,40960,95
1232,559,40960,190
1233,563,40960,0
1234,563,40960,32
1235,563,40960,1473
1236,563,40960,2914
1237,563,40960,4087
1238,592,40960,0
1239,592,40960,96
1240,592,40960,195
1241,552,40960,0
1242,552,40960,32
1243,552,40960,1473
1244,552,40960,2914
1245,552,40960,3959
1246,552,40960,3983
1247,552,40960,4078
1248,522,40960,0
1249,522,40960,95
1250,490,40960,0
1251,490,40960,95
1252,461,40960,0
1253,461,40960,102
1254,438,40960,0
1255,438,40960,33
1256,438,40960,1474
1257,438,40960,2915
1258,438,40960,3737
1259,486,40960,0
1260,486,40960,95
1261,486,40960,190
1262,513,40960,0
1263,513,40960,95
1264,486,40960,0
1265,486,40960,95
1266,458,40960,0
1267,458,40960,95
1268,517,40960,0
1269,517,40960,33
1270,517,40960,1474
1271,517,40960,2915
1272,517,40960,3590
1273,517,40960,3614
1274,522,40960,0
1275,522,40960,95
1276,522,40960,190
1277,492,40960,0
1278,492,40960,33
1279,492,40960,1474
1280,492,40960,2915
1281,492,40960,3728
1282,573,40960,0
1283,573,40960,93
1284,573,40960,188
1285,584,40960,0
1286,584,40960,96
1287,584,40960,190
1288,550,40960,0
1289,550,40960,33
1290,550,40960,1474
1291,550,40960,2915
1292,550,40960,3794
1293,548,40960,0
1294,548,40960,97
1295,548,40960,192
1296,514,40960,0
1297,514,40960,33
1298,514,40960,1474
1299,514,40960,2915
1300,514,40960,3852
1301,514,40960,3876
1302,514,40960,3971
1303,498,40960,95
1304,498,40960,189
1305,494,40960,0
1306,494,40960,97
1307,494,40960,193
1308,484,40960,0
1309,484,40960,33
1310,484,40960,1474
1311,484,40960,2915
1312,484,40960,3971
1313,484,40960,3995
1314,494,40960,0
1315,494,40960,95
1316,494,40960,189
1317,466,40960,0
1318,466,40960,94
1319,566,40960,0
1320,566,40960,33
1321,566,40960,1474
1322,566,40960,2915
1323,566,40960,3770
1324,566,40960,3794
1325,566,40960,3891
1326,530,40960,0
1327,530,40960,103
1328,496,40960,0
1329,496,40960,96
1330,496,40960,189
1331,510,40960,0
1332,510,40960,33
1333,510,40960,1474
1334,510,40960,2915
1335,510,40960,3776
1336,510,40960,3800
1337,546,40960,0
1338,546,40960,93
1339,546,40960,187
1340,559,40960,0
1341,559,40960,98
1342,559,40960,194
1343,523,40960,0
1344,523,40960,33
1345,523,40960,1474
1346,523,40960,2915
1347,523,40960,3657
1348,554,40960,0
1349,554,40960,97
1350,554,40960,192
1351,551,40960,0
1352,551,40960,33
1353,551,40960,1474
1354,551,40960,2915
1355,551,40960,3729
1356,551,40960,3753
1357,592,40960,0
1358,592,40960,94
1359,592,40960,189
1360,554,40960,0
1361,554,40960,93
1362,554,40960,187
1363,519,40960,0
1364,519,40960,33
1365,519,40960,1474
1366,519,40960,2915
1367,519,40960,3524
1368,519,40960,3548
1369,542,40960,0
1370,542,40960,95
1371,542,40960,190
1372,509,40960,0
1373,509,40960,96
1374,605,40960,0
1375,605,40960,33
1376,605,40960,1474
1377,605,40960,2915
1378,605,40960,3401
1379,612,40960,0
1380,612,40960,97
1381,593,40960,0
1382,593,40960,101
1383,553,40960,0
1384,553,40960,95
1385,553,40960,189
1386,528,40960,0
1387,528,40960,33
1388,528,40960,1474
1389,528,40960,2915
1390,528,40960,3371
1391,528,40960,3395
1392,564,40960,0
1393,564,40960,95
1394,564,40960,191
1395,578,40960,0
1396,578,40960,33
1397,578,40960,1474
1398,578,40960,2915
1399,578,40960,3683
1400,578,40960,3707
1401,578,40960,3802
1402,540,40960,0
1403,540,40960,95
1404,711,40960,0
1405,711,40960,96
1406,711,40960,191
1407,654,40960,0
1408,654,40960,32
1409,654,40960,1473
1410,654,40960,2914
1411,654,40960,4355
1412,654,40960,4747
1413,695,40960,0
1414,695,40960,96
1415,695,40960,191
1416,671,40960,0
1417,671,40960,97
1418,671,40960,189
1419,623,40960,0
1420,623,40960,91
1421,743,40960,0
1422,743,40960,32
1423,743,40960,1473
1424,743,40960,2914
1425,743,40960,4355
1426,743,40960,5796
1427,743,40960,7081
1428,743,40960,7105
1429,708,40960,0
1430,708,40960,92
