Index,RTT (μs),CWND (B),Bytes In Flight (B)
466,360,40960,2915
467,360,40960,4298
468,430,40960,0
469,430,40960,98
470,430,40960,206
471,411,40960,0
472,411,40960,95
473,411,40960,190
474,398,40960,0
475,398,40960,33
476,398,40960,1474
477,398,40960,2915
478,398,40960,3864
479,398,40960,3888
480,431,40960,0
481,431,40960,95
482,431,40960,189
483,408,40960,94
484,397,40960,0
485,397,40960,40
486,397,40960,1481
487,397,40960,2922
488,397,40960,4363
489,397,40960,4498
490,397,40960,4522
491,509,40960,0
492,509,40960,94
493,478,40960,0
494,478,40960,95
495,462,40960,0
496,462,40960,97
497,429,40960,0
498,429,40960,95
499,429,40960,190
500,412,40960,0
501,412,40960,33
502,412,40960,1474
503,412,40960,2915
504,412,40960,4356
505,412,40960,4494
506,412,40960,4518
507,464,40960,0
508,464,40960,95
509,464,40960,190
510,438,40960,0
511,438,40960,33
512,438,40960,1474
513,438,40960,2915
514,438,40960,4356
515,438,40960,4420
516,438,40960,4444
517,438,40960,4539
518,417,40960,0
519,417,40960,95
520,393,40960,0
521,393,40960,95
522,393,40960,190
523,372,40960,0
524,372,40960,33
525,372,40960,1474
526,372,40960,2915
527,372,40960,4356
528,372,40960,4698
529,372,40960,4722
530,425,40960,0
531,425,40960,95
532,425,40960,190
533,402,40960,0
534,402,40960,33
535,402,40960,1474
536,402,40960,2915
537,402,40960,3583
538,402,40960,3607
539,479,40960,0
540,479,40960,95
541,479,40960,190
542,451,40960,0
543,451,40960,95
544,451,40960,190
545,426,40960,0
546,426,40960,40
547,426,40960,1481
548,426,40960,2922
549,426,40960,4177
550,426,40960,4201
551,458,40960,0
552,458,40960,96
553,458,40960,192
554,433,40960,0
555,433,40960,96
556,412,40960,0
557,412,40960,96
558,412,40960,192
559,394,40960,0
560,394,40960,33
561,394,40960,1474
562,394,40960,2915
563,394,40960,4356
564,394,40960,4536
565,394,40960,4560
566,387,40960,0
567,387,40960,96
568,387,40960,192
569,368,40960,0
570,368,40960,33
571,368,40960,1474
572,368,40960,2915
573,368,40960,3800
574,368,40960,3824
575,375,40960,0
576,375,40960,96
577,375,40960,192
578,352,40960,0
579,352,40960,96
580,352,40960,192
581,370,40960,0
582,370,40960,33
583,370,40960,1474
584,370,40960,2915
585,370,40960,4341
586,370,40960,4365
587,411,40960,0
588,411,40960,96
589,411,40960,192
590,395,40960,0
591,395,40960,33
592,395,40960,1474
593,395,40960,2915
594,395,40960,4356
595,395,40960,4636
596,395,40960,4660
597,452,40960,0
598,452,40960,96
599,430,40960,0
600,430,40960,96
601,410,40960,0
602,410,40960,96
603,410,40960,192
604,382,40960,0
605,382,40960,96
606,375,40960,0
607,375,40960,33
608,375,40960,1474
609,375,40960,2915
610,375,40960,4347
611,419,40960,0
612,419,40960,96
613,419,40960,192
614,394,40960,0
615,394,40960,33
616,394,40960,1474
617,394,40960,2915
618,394,40960,4356
619,394,40960,4423
620,394,40960,4447
621,394,40960,4543
622,381,40960,0
623,381,40960,96
624,366,40960,0
625,366,40960,103
626,366,40960,199
627,347,40960,0
628,347,40960,33
629,347,40960,1474
630,347,40960,2915
631,347,40960,3926
632,463,40960,0
633,463,40960,96
634,463,40960,191
635,436,40960,0
636,436,40960,97
637,410,40960,0
638,410,40960,96
639,410,40960,129
640,410,40960,1570
641,410,40960,3011
642,410,40960,4452
643,410,40960,4578
644,386,40960,4449
645,426,40960,0
646,426,40960,96
647,426,40960,192
648,402,40960,0
649,402,40960,33
650,402,40960,1474
651,402,40960,2915
652,402,40960,4356
653,402,40960,4424
654,402,40960,4448
655,453,40960,0
656,453,40960,96
657,453,40960,192
658,427,40960,0
659,427,40960,96
660,427,40960,192
661,408,40960,0
662,408,40960,96
663,390,40960,0
664,390,40960,32
665,390,40960,1473
666,390,40960,2914
667,390,40960,3985
668,390,40960,4009
669,386,40960,0
670,386,40960,96
671,386,40960,192
672,368,40960,0
673,368,40960,32
674,368,40960,1473
675,368,40960,2914
676,368,40960,4355
677,368,40960,5796
678,368,40960,6823
679,368,40960,6847
680,387,40960,0
681,387,40960,95
682,387,40960,190
683,373,40960,0
684,373,40960,102
685,373,40960,197
686,367,40960,0
687,367,40960,32
688,367,40960,1473
689,367,40960,2914
690,367,40960,4355
691,367,40960,4737
692,367,40960,4761
693,388,40960,0
694,388,40960,95
695,388,40960,190
696,374,40960,0
