Time (s),Bitrate (Bps)
0,4328.45
1,4199.80
2,4170.91
3,4143.44
4,4161.91
5,3427.12
6,4146.07
7,4137.61
8,4162.44
9,4214.72
10,4114.49
11,4182.65
12,4148.52
13,4200.20
14,4137.90
15,4133.54
16,4167.51
17,4201.62
18,4151.27
19,4179.41
20,4211.01
21,4220.75
22,4102.04
23,4155.65
24,4187.37
25,4201.83
26,4121.83
27,4203.87
28,4147.51
29,4224.49
30,4137.61
31,4133.40
32,4162.44
33,4192.31
34,4197.77
35,4134.42
36,4175.15
37,4222.00
38,4178.57
39,4189.78
40,4162.44
41,4236.07
42,4132.11
43,4209.78
44,4138.63
45,4261.98
46,4134.42
47,4195.63
48,4156.66
49,4248.98
50,4153.06
51,4164.97
52,4215.89
53,4167.68
54,4179.41
55,4185.42
56,4211.60
57,4146.61
58,4207.32
59,4158.54
60,4142.57
61,4224.82
62,4133.81
63,4141.84
64,4211.60
65,4159.23
66,4178.03
67,4168.02
68,4179.41
69,4221.20
70,4223.47
71,4149.11
72,4162.44
73,4208.33
74,4198.78
75,4151.58
76,4176.17
77,4220.18
78,4133.40
79,4146.07
80,4199.59
81,4183.94
82,4179.41
83,4220.18
84,4134.42
85,4225.51
86,4175.15
87,4181.06
88,4207.32
89,4155.02
90,4183.49
91,4220.41
92,4175.15
93,4216.90
94,4183.67
95,4168.05
96,4134.42
97,4192.73
98,4165.14
99,4203.46
100,4183.30
101,4229.83
102,4179.41
103,4194.15
104,4166.67
105,4186.99
106,4166.84
107,4196.54
108,4179.23
109,4193.29
110,4159.67
111,4113.15
112,4206.72
113,4174.80
114,4154.00
115,4192.23
116,4224.49
117,4229.83
118,4187.95
119,4183.33
120,4168.70
121,4204.06
122,4138.63
123,4170.91
124,4197.36
125,4225.28
126,4156.28
127,4096.84
128,4154.00
129,4204.06
130,4220.18
131,4179.41
132,4138.63
133,4236.49
134,4172.63
135,4222.68
136,4166.67
137,4224.49
138,4171.92
139,4175.15
140,4156.12
141,4240.57
142,4163.77
143,4182.95
144,4207.74
145,4152.83
146,4217.13
147,4141.69
148,4215.89
149,4221.20
150,4151.02
151,3410.84
152,4130.21
153,4212.61
154,4203.05
155,4138.63
156,4175.15
157,4241.06
158,4185.26
159,4222.68
160,4175.15
161,4187.06
162,4152.44
163,4167.18
164,4165.14
165,4221.20
166,4228.80
167,4182.48
168,4131.85
169,4201.22
170,4162.44
171,4214.87
172,4135.44
173,4229.83
174,4186.93
175,4112.24
176,4159.72
177,4257.64
178,4121.83
179,4179.41
180,4175.15
181,4230.61
182,4232.34
183,4189.78
184,4170.91
185,4191.30
186,4175.15
187,4175.15
188,4179.41
189,4195.72
190,4172.63
191,4185.42
192,4166.67
193,4219.96
194,4175.99
195,4199.19
196,4138.63
197,4266.33
198,4175.15
199,4172.38
200,4166.67
201,4195.54
202,4117.41
203,4197.36
204,4182.47
205,4225.51
206,4099.90
207,4182.65
208,4123.86
209,4211.60
210,4174.13
211,4211.60
212,4170.91
213,4200.00
214,4172.63
215,4176.72
216,4198.78
217,4179.04
218,4211.01
219,4163.78
220,4179.23
221,4185.52
222,4183.67
223,4212.06
224,4134.15
225,4202.03
226,4215.89
227,4174.13
228,4180.43
229,4221.20
230,4158.81
231,4137.61
232,4153.14
233,4217.70
234,4175.15
235,4175.15
236,4154.16
237,4225.28
238,4154.08
239,4215.63
240,4158.22
241,4177.85
242,4205.70
243,4175.33
244,4138.49
245,4228.34
246,4189.36
247,4222.68
248,4119.68
249,4203.65
250,4186.54
251,4147.77
252,4179.23
253,4198.57
254,4185.90
255,4112.80
256,4174.62
257,4199.19
258,4182.28
259,4168.20
260,4188.39
261,4184.69
262,4240.00
263,4150.88
264,4158.38
265,4248.47
266,4141.40
267,4172.10
268,4179.41
269,4259.94
270,4177.37
271,4149.53
272,4167.34
273,4200.40
274,4183.30
275,4151.89
276,4157.68
277,4230.14
278,4174.67
279,4196.48
280,4113.48
281,4253.56
282,4141.26
283,4199.59
284,4175.99
285,4212.03
286,4178.28
287,4161.83
288,4190.86
289,4151.52
290,4205.13
291,4175.15
292,4179.41
293,4266.33
294,4181.06
295,4166.67
296,4162.60
297,4159.07
298,4193.29
299,4192.46
300,4180.43
301,4232.34
302,4153.22
303,4222.57
304,4179.70
305,4221.20
306,4145.77
307,4190.62
308,4176.17
309,4210.42
310,4189.78
311,4215.89
312,4147.36
313,4227.64
314,4175.15
315,4139.65
316,4178.39
317,4229.83
318,4176.72
319,4200.82
320,4167.51
321,4207.53
322,4175.99
323,4174.31
324,4216.77
325,4196.74
326,4227.78
327,4136.17
328,4162.44
329,4221.20
330,4175.15
331,4179.41
332,4192.23
333,4234.15
334,4209.78
335,4144.18
336,4130.21
337,4216.90
338,4179.41
339,4220.18
340,4133.13
341,4265.85
342,4181.45
343,4093.69
344,4194.53
345,4185.60
346,4176.65
347,4134.42
348,4193.18
