Chunk Index,Relative Timestamp Difference (μs)
0,146664
1,116664
2,86664
3,56664
4,26664
5,66671
6,36671
7,6672
8,46659
9,16659
10,56659
11,26659
12,66652
13,36652
14,6652
15,46638
16,16638
17,56657
18,26657
19,66646
20,36646
21,6646
22,48967
23,18967
24,56642
25,26643
26,66655
27,36655
28,6655
29,46633
30,16633
31,56639
32,26639
33,66665
34,36665
35,6665
36,3487
37,2
38,4498
39,3293
40,3303
41,3289
42,3281
43,3289
44,3290
45,148
46,180129
47,150129
48,120129
49,90129
50,60129
51,30129
52,129
53,396
54,3280
55,3285
56,3278
57,3248
58,3247
59,4265
60,3225
61,3245
62,726
63,3247
64,3252
65,3242
66,3257
67,503
68,2004
69,3232
70,3232
71,3229
72,3226
73,3216
74,3319
75,4576
76,4386
77,3198
78,3187
79,3190
80,3189
81,3192
82,3200
83,43
84,1787
85,3173
86,3172
87,3178
88,3179
89,3194
90,3457
91,3984
92,3147
93,3145
94,3160
95,3142
96,3127
97,3122
98,3139
99,3132
100,3119
101,549
102,81
103,3137
104,3129
105,3085
106,3539
107,4437
108,4687
109,3106
110,3130
111,3084
112,3095
113,3090
114,3084
115,154
116,464
117,3095
118,3099
119,3076
120,3072
121,3078
122,3231
123,3844
124,4660
125,3067
126,3052
127,3055
128,3058
129,3047
130,3054
131,6
132,458
133,103
134,3053
135,3057
136,3041
137,3037
138,3481
139,5055
140,3454
141,2999
142,2998
143,3000
144,2992
145,2996
146,2989
147,19
148,2986
149,2988
150,1540
151,2980
152,2990
153,2985
154,3366
155,4011
156,3845
157,2956
158,2962
159,2904
160,2977
161,2969
162,2942
163,2945
164,817
165,2983
166,2981
167,2941
168,2943
169,2915
170,3230
171,3394
172,2900
173,2900
174,2916
175,2924
176,2901
177,2918
178,2913
179,2891
180,113
181,2889
182,2881
183,2883
184,2879
185,2876
186,3129
187,4763
188,7308
189,2864
190,2862
191,2858
192,2851
193,2842
194,2856
195,2840
196,1920
197,2839
198,2847
199,2837
200,2845
201,2836
202,2818
203,3341
204,2815
205,191
206,2805
207,2815
208,2802
209,2814
210,2770
211,2772
212,2756
213,2753
214,2778
215,2755
216,2769
217,2755
218,2761
219,2859
220,3000
221,2747
222,2759
223,2758
224,2766
225,2765
226,2763
227,2777
228,2785
229,317
230,2753
231,2771
232,2733
233,2743
234,2732
235,3212
236,2734
237,2705
238,2710
239,2713
240,2716
241,2694
242,2695
243,2710
244,1329
245,2704
246,2719
247,2694
248,2668
249,2695
250,2682
251,4145
252,2855
253,2660
254,2661
255,2658
256,2674
257,2689
258,2657
259,2675
260,2646
261,301
262,2650
263,2649
264,2639
265,2638
266,2637
267,3740
268,2613
269,2615
270,2614
271,2619
272,2630
273,2630
274,2602
275,2611
276,2607
277,2615
278,3002
279,2598
280,2590
281,2616
282,2607
283,5091
284,2570
285,2566
286,2570
287,2561
288,2567
289,2577
290,2571
291,2563
292,2567
293,2551
294,8964
295,2570
296,2553
297,2551
298,2541
299,2788
300,2515
301,2530
302,2516
303,2528
304,2519
305,2526
306,2525
307,2518
308,184
309,120
310,2501
311,2502
312,2497
313,2497
314,2507
315,3390
316,2860
317,2462
318,2511
319,2467
320,2472
321,2475
322,2459
323,2483
324,188
325,2477
326,2459
327,2446
328,2448
329,2444
330,2453
331,4427
332,2426
333,2436
334,2434
335,2420
336,2427
337,2417
338,2417
339,2434
340,429
341,2420
342,2409
343,2407
344,2398
345,2402
346,2411
347,3369
348,2991
349,2378
350,2375
351,2394
352,2380
353,2377
354,2374
355,2367
356,2375
357,2365
358,2370
359,2356
360,2365
361,2372
362,2352
363,4241
364,2411
365,2343
366,2323
367,2323
368,2326
369,2337
370,2326
371,2309
372,2330
373,2310
374,2311
375,2321
376,2331
377,2301
378,2308
379,4028
380,2256
381,2286
382,2277
383,2285
384,2266
385,2346
386,2293
387,2281
388,1181
389,2281
390,1008
391,2282
392,2263
393,2259
394,2254
395,2762
396,2215
397,2253
398,2246
399,2232
400,2235
401,2238
402,2232
403,2233
404,2233
405,2239
406,2226
407,2222
408,2223
409,2204
410,2218
411,3226
412,2987
413,2177
414,2183
415,2186
416,2186
417,2179
418,2196
419,2191
420,2183
421,2183
422,1079
423,2186
424,2184
425,2164
426,2168
427,3959
428,2397
429,2833
430,2132
431,2147
432,2138
433,2154
434,2133
435,2115
436,2159
437,2131
438,2119
439,2105
440,2118
441,2132
442,2106
443,2065
444,2094
445,2074
446,2081
447,2083
448,2079
449,2102
450,2076
451,2114
452,294
453,2087
454,2093
455,2072
456,2086
457,2072
458,2060
459,4180
460,2143
461,2038
462,2046
463,2041
464,2051
465,2062
466,2057
467,2022
468,2029
469,2026
470,2018
471,2020
472,2014
473,2013
474,2018
475,3331
476,2010
477,1990
478,1989
479,1999
480,1988
481,1983
482,2006
483,1988
484,1958
485,1983
486,279
487,1961
488,1982
489,1971
490,1968
491,1916
492,2418
493,1942
494,1958
495,1953
496,1930
497,1947
498,1960
499,1949
500,1942
501,1935
502,1939
503,1934
504,1918
505,1923
506,1920
507,1988
508,2409
509,1897
510,1894
511,1901
512,1901
513,1898
514,1884
515,1899
516,1899
517,1900
518,1878
519,1883
520,1882
521,1875
522,1867
523,2009
524,1846
525,1862
526,1857
527,1845
528,1855
529,1847
530,1862
531,1850
532,1840
533,108
534,1586
535,1834
536,1828
537,1824
538,1836
539,191416
540,161416
541,131416
542,101416
543,71416
544,41416
545,11416
546,7378
547,1797
548,1768
549,1757
550,1751
551,1751
552,1770
553,1754
554,1760
555,1766
556,535
557,1782
558,1757
559,1769
560,1773
561,1864
562,1717
563,1741
564,1745
565,1748
566,1752
567,1754
568,1763
569,1750
570,1754
571,1757
572,1751
573,1738
574,1750
575,1733
576,1727
577,1780
578,1750
579,2281
580,1702
581,1706
582,1701
583,1700
584,1697
585,1700
586,1704
587,1695
588,1689
589,1689
590,1683
591,1685
592,1684
593,1971
594,3389
595,1655
596,1656
597,1668
598,1666
599,1653
600,1666
601,1670
602,1669
603,1648
604,1635
605,1636
606,1647
607,1644
608,1636
609,1792
610,1960
611,1605
612,1600
613,1603
614,3381
615,1599
616,1634
617,1611
618,1602
619,1006
620,1595
621,1605
622,1584
623,1663
624,1610
625,1580
626,3549
627,1558
628,1550
629,1560
630,1556
631,1542
632,1561
633,1553
634,1537
635,1553
636,1534
637,1561
638,1542
639,1552
640,1534
641,1647
642,1973
643,1509
644,1512
645,1509
646,1504
647,1510
648,1505
649,1507
650,1503
651,1484
652,1537
653,1513
654,1503
655,1473
656,1488
657,1690
658,2184
659,1455
660,1463
661,1458
662,1475
663,1460
664,1471
665,1451
666,1450
667,1456
668,1456
669,1446
670,1444
671,1445
672,1435
673,1438
674,2006
675,1408
676,1418
677,1412
678,1419
679,1402
680,1418
681,1392
682,1416
683,1397
684,1403
685,1373
686,1397
687,1399
688,1388
689,1377
690,1808
691,1368
692,1366
693,1366
694,1356
695,1379
696,2600
697,1364
698,1346
699,1352
700,1382
701,1351
702,1349
703,1355
