Index,RTT (μs),CWND (B),Bytes In Flight (B)
895,557,40960,96
896,557,40960,192
897,571,40960,0
898,571,40960,96
899,768,40960,0
900,768,40960,96
901,768,40960,129
902,768,40960,1570
903,768,40960,3011
904,768,40960,4452
905,768,40960,4742
906,767,40960,4613
907,767,40960,4709
908,711,40960,0
909,711,40960,96
910,711,40960,192
911,708,40960,0
912,708,40960,33
913,708,40960,1474
914,708,40960,2915
915,708,40960,4356
916,708,40960,4548
917,739,40960,0
918,739,40960,103
919,739,40960,199
920,736,40960,0
921,736,40960,96
922,736,40960,192
923,736,40960,0
924,736,40960,33
925,736,40960,1474
926,736,40960,2915
927,736,40960,4356
928,736,40960,4605
929,736,40960,4629
930,733,40960,0
931,733,40960,95
932,733,40960,189
933,699,40960,0
934,699,40960,33
935,699,40960,1474
936,699,40960,2915
937,699,40960,4356
938,699,40960,4814
939,699,40960,4909
940,720,40960,95
941,720,40960,189
942,680,40960,0
943,680,40960,96
944,680,40960,190
945,675,40960,0
946,675,40960,33
947,675,40960,1474
948,675,40960,2915
949,675,40960,4202
950,670,40960,0
951,670,40960,94
952,670,40960,190
953,669,40960,0
954,669,40960,96
955,806,40960,0
956,806,40960,33
957,806,40960,1474
958,806,40960,2915
959,806,40960,4131
960,806,40960,4155
961,783,40960,0
962,783,40960,98
963,852,40960,0
964,852,40960,100
965,911,40960,0
966,911,40960,98
967,960,40960,0
968,960,40960,98
969,1016,40960,0
970,1016,40960,33
971,1016,40960,1474
972,1016,40960,2915
973,1016,40960,3899
974,976,40960,0
975,976,40960,96
976,976,40960,192
977,929,40960,0
978,929,40960,103
979,929,40960,199
980,940,40960,0
981,940,40960,32
982,940,40960,1473
983,940,40960,2914
984,940,40960,4355
985,940,40960,4630
986,921,40960,0
987,921,40960,96
988,921,40960,192
989,885,40960,0
990,885,40960,32
991,885,40960,1473
992,885,40960,2914
993,885,40960,4355
994,885,40960,5796
995,885,40960,7237
996,885,40960,7315
997,885,40960,7339
998,844,40960,0
999,844,40960,95
