Time (s),RTT EMA Variance,CWND EMA Variance
0,1.5824922129961894,0
1.18075843,111.10275000181154,1.8659560005602364e-25
2.183400101,235.76256009472243,1.6793603999992677e-216
3.187487911,0.005382394637739126,0
4.194774631,1.5876004061558685e-05,0
5.197790191,3.92039997066741e-05,0
6.200707852,0.00026243997406365325,0
7.203587017,0.00016810000419036696,0
8.205921646,6.708099227351725e-05,0
9.209034422,47.48179301228171,0
10.211832241,228.1515285046865,0
11.215337322,417.04961496383567,0
12.218294753,8.579238632348012,0
13.219543120,34.18839969873483,0
14.222458710,13.138078461955258,0
15.224784545,56.07778472626281,0
16.225580883,226.27624384792495,0
17.230346534,0.3250106702717131,0
18.233304583,0.6838920863817747,0
19.236207426,0.35647816519335274,0
20.239387100,0.009215906987213158,0
21.242427730,103.32361645965086,0
22.245336937,630.472544994149,0
23.247419868,1896.8365108097985,0
24.248804949,599.1778277386593,0
25.251813598,381.7859435671828,0
26.253757898,30.99399923470515,0
27.258910401,0.42353597132009696,0
28.261199261,0.12958576080802922,0
29.264931689,99.42422189438489,0
30.267348679,0.0713137621952808,0
31.270591713,1.2184521983234711e-05,0
32.273368094,136.31167432150394,0
33.276910419,0.006068418873586073,0
34.280298769,408.042792494545,0
35.282203330,1064.6152140507334,0
36.285580275,527.571560761221,0
37.287189935,46.61811087750028,0
38.288018523,329.45574429656415,0
39.293484049,773.6376229639508,0
40.296304545,0.015227471004188167,0
41.299396132,211.31032771451027,0
42.302336143,0.0005376903512914012,0
43.306442288,13.552110000437239,0
44.309162292,0.776083464358383,0
45.312588047,0.003271839669982378,0
46.315921724,14.740605887443657,0
47.320676818,675.4169796038196,0
48.323108624,528.9997456987769,0
49.327356021,0.025593476451352168,0
50.329103397,12.94704722082013,0
51.333015479,81.63999539693668,0
52.335289092,311.21084143072636,0
53.338812563,138.86497831728192,0
54.341965624,0.13396726861671088,0
55.344471112,0.04162330369136453,0
56.347460033,0.6146312925543647,0
57.351529338,6.652212406467969,0
58.354763891,0.29920620809402254,0
59.356618529,3755.8620099871323,0
60.358929327,373.21924594616235,0
61.364065340,75.41426591287113,0
62.367787535,16.224678485896558,0
63.370692350,27.012972512811842,0
64.373768198,161.6365238359543,0
65.376608036,131.20028218441817,0
66.379927599,27.39442174573474,0
67.383910025,0.508313752710234,0
68.386196630,0.02021758147729122,0
69.391298365,0.10628017891267391,0
70.392329525,8981.406823846302,0
71.396570491,356.49467604753215,0
72.399358056,152.92789487224994,0
73.402403253,342.29768146763587,0
74.408635692,0.7217864358298121,0
75.411034895,0.5300324380011144,0
76.412936449,245.30334196263186,0
77.415292634,0.4871992988533435,0
78.419519675,147.2321014885012,0
79.422258664,0.2421867031403927,0
80.424824346,0.2992092254027276,0
81.428746001,0.3294981287711574,0
82.432175167,0.03276080295996492,0
83.435698069,85.12876507189249,0
84.439456568,2.542944481199478,0
85.442407255,156.1262411736201,0
86.446284029,302.76218058013876,0
87.451885954,0.0448855423063473,0
88.453327587,208.593582350069,0
89.454762374,222.98027722578797,0
90.458318273,178.3109705415927,0
91.460614382,0.009808883734999062,0
92.465030381,0.037948426071612126,0
93.467833545,0.7395501185332107,0
94.471768875,0.1659040184057411,0
95.474247978,10.3608740291543,0
96.478697734,415.777969805866,0
97.481661588,192.652946663257,0
98.485175411,1.3809414861675002,0
99.489261899,56.340102927402356,0
100.491236160,45.65206711999404,0
101.494416062,220.5986042159427,0
102.497495132,167.2376680504951,0
103.500333846,138.86497107330374,0
104.504163828,0.29376106252466655,0
105.508028023,0.16254613877263005,0
106.511422815,0.029268170286268706,0
107.515387983,0.1900940950305991,0
108.518489585,177.27723259633632,0
109.521632301,0.7106888894025711,0
110.524073733,828.7799441539502,0
111.527668625,303.8468962117032,0
112.530899216,18.816785757781393,0
113.534303377,0.038688504063999644,0
114.538545268,228.68796674581512,0
115.539972568,131.42929259922823,0
116.543588339,0.9446968029434983,0
117.547515300,8.58806106774879e-06,0
118.550152679,137.85340288801248,0
119.553141420,0.21808665169317804,0
120.555476492,5.568754140004453,0
121.558496530,92.71238649139362,0
122.561639274,172.97668350614944,0
123.564959862,36.59016923023949,0
124.567082733,683.6563840829014,0
125.569633860,17.87500792301804,0
126.573729637,185.8635514783657,0
127.577792652,50.21953042511455,0
128.580937739,0.4885472805080402,0
129.585591234,0.2915970858021331,0
130.587899134,0.16159847416367099,0
131.591303088,0.32148594923999657,0
132.594249532,0.00014443418161283277,0
133.597698934,323.88077691491094,0
134.601134066,944.9058990546476,0
135.604626830,368.47319796875604,0
136.607412234,0.004228251846430099,0
137.608797225,383.01579441930085,0
138.610231702,43.9129830357771,0
139.616913908,276.9451449120889,0
140.620006886,22.825559816196883,0
141.622935957,0.13777567647582864,0
142.625656775,0.0002808720494703794,0
143.629411845,314.91394278654315,0
144.632572844,0.8930152287311506,0
145.636199537,2.808489309780524,0
146.639238960,2934.1937652264883,0
147.642577163,801.8936852768511,0
148.647510716,596.1188168487812,0
149.651188594,23.210469696090048,0
150.652735895,42.20788083399916,0
151.656599999,30.882692773058558,0
152.659813732,5.522850996632535e-05,0
153.663092933,203.7143413825183,0
154.666232273,0.006517433492830158,0
155.669248375,0.7638662581224854,0
156.672928207,0.034595622584050766,0
157.676027449,0.718170214989176,0
158.678969479,7435.890719764392,0
159.681623756,15.783209626584828,0
160.685491432,457.7398488557119,0
161.690869845,339.96205181500324,0
162.692731783,25.17520869484492,0
163.696584807,0.017216418613650964,0
164.699231517,187.5021642400855,0
165.702502711,0.04452144342432387,0
166.705494871,4.1350271723559156e-05,0
167.709084965,0.7378453982197674,0
168.712731196,0.7616844892094973,0
169.715782073,0.3249085574558181,0
170.718715096,205.85670526524834,0
171.722911927,360.10367516032267,0
172.725594639,114.44404486026696,0
173.729700851,665.6701726887104,0
174.731227646,54.55748248432297,0
175.734809522,54.41006544306229,0
176.738006600,65.70645857291488,0
177.741925327,1118.1827532787752,0
178.744851169,107.01528942419097,0
179.747940210,135.12154119495577,0
180.751384834,0.562693484223419,0
181.755097851,0.00484057085433247,0
182.757894535,0.7656173765962019,0
183.762047320,1.0137593840341095,0
184.765513919,173.80551160650964,0
185.769087205,4.170297352093362,0
186.771931600,478.19376070456366,0
187.774992078,3.6116451882274725,0
188.778504055,0.26308792330075814,0
189.782285045,30.5503189797481,0
190.784663800,0.18062374587027333,0
191.788475831,0.11701386016086388,0
192.791135515,0.04251036610173273,0
193.795695288,0.136937070203705,0
194.798309926,0.0028093044757930585,0
195.801626291,0.8272750511052058,0
196.804951359,749.3230266543119,0
197.808795825,635.1849898596699,0
198.812596933,424.73071445227845,0
199.814849978,68.47801391663748,0
200.816731115,14.577813672570928,0
201.821413897,223.57780569534364,0
202.825798235,164.9573104636061,0
203.828210228,0.004149571896590255,0
204.831960790,483.8912038966586,0
