Chunk Index,Chunk Timestamp (μs),Relative Chunk Timestamp (μs),Chunk Type (1=key 0=delta),Chunk Size (B)
0,14433258,0,0,4012
1,14472313,39055,0,4212
2,14499896,27583,0,3993
3,14533289,33393,0,3914
4,14566607,33318,0,3844
5,14599950,33343,0,3703
6,14633247,33297,0,3500
7,14666610,33363,0,3558
8,14699958,33348,0,3696
9,14733261,33303,0,3845
10,14766617,33356,0,3638
11,14800409,33792,0,3691
12,14833275,32866,0,3614
13,14866824,33549,0,3600
14,14899960,33136,0,3590
15,14933244,33284,0,3540
16,14966608,33364,0,3288
17,14999945,33337,0,3508
18,15033343,33398,0,3358
19,15066599,33256,0,3400
20,15099924,33325,0,3315
21,15133279,33355,0,3258
22,15166615,33336,0,3317
23,15199962,33347,0,3377
24,15233258,33296,0,3173
25,15266616,33358,0,3443
26,15299937,33321,0,3066
27,15334580,34643,0,3247
28,15366608,32028,0,3126
29,15399921,33313,0,3058
30,15433274,33353,0,3089
31,15466611,33337,0,3008
32,15499946,33335,0,2973
33,15533263,33317,0,3143
34,15566990,33727,0,2757
35,15599949,32959,0,2886
36,15633577,33628,0,2768
37,15666610,33033,0,2632
38,15699946,33336,0,2676
39,15733303,33357,0,2444
40,15766608,33305,0,2406
41,15799950,33342,0,2657
42,15833243,33293,0,2268
43,15867282,34039,0,2260
44,15899938,32656,0,2244
45,15933282,33344,0,2138
46,15966615,33333,0,2025
47,15999923,33308,0,1879
48,16033291,33368,0,1993
49,16066603,33312,1,4664
50,16099926,33323,0,6691
51,16133259,33333,0,1807
52,16166575,33316,0,1336
53,16199926,33351,0,1088
54,16233241,33315,0,1302
55,16266601,33360,0,1146
56,16299925,33324,0,1052
57,16333266,33341,0,1050
58,16366612,33346,0,1180
59,16401145,34533,0,624
60,16433263,32118,0,14857
61,16466534,33271,0,4205
62,16499943,33409,0,2963
63,16533265,33322,0,2695
64,16566614,33349,0,2610
65,16599935,33321,0,2708
66,16634191,34256,0,2624
67,16666596,32405,0,2960
68,16699923,33327,0,2692
69,16733265,33342,0,2698
70,16766581,33316,0,2939
71,16799926,33345,0,2772
72,16833260,33334,0,2802
73,16866610,33350,0,2992
74,16899922,33312,0,3225
75,16935150,35228,0,2669
76,16966595,31445,0,2899
77,16999934,33339,0,2734
78,17033288,33354,0,2671
79,17066594,33306,0,2885
80,17099933,33339,0,2878
81,17133262,33329,0,2648
82,17166632,33370,0,3286
83,17199903,33271,0,2601
84,17233239,33336,0,2681
85,17266589,33350,0,2754
86,17299912,33323,0,2742
87,17333266,33354,0,2732
88,17366592,33326,0,2830
89,17399921,33329,0,2728
90,17433268,33347,0,3005
91,17466576,33308,0,2744
92,17499925,33349,0,2874
93,17533269,33344,0,2771
94,17566579,33310,0,2888
95,17599919,33340,0,2927
96,17633256,33337,0,2764
97,17666583,33327,0,3020
98,17699877,33294,0,2927
99,17733245,33368,0,3152
100,17766576,33331,0,2719
101,17799930,33354,0,2779
102,17833921,33991,0,2809
103,17866602,32681,0,2961
104,17899906,33304,0,2944
105,17933272,33366,0,2733
106,17966572,33300,0,2951
107,18001413,34841,0,3022
108,18033250,31837,0,2639
109,18066563,33313,1,6830
110,18099919,33356,0,8537
111,18133258,33339,0,3116
112,18166619,33361,0,2888
113,18199917,33298,0,2668
114,18233683,33766,0,2601
115,18266582,32899,0,3244
116,18299908,33326,0,2670
117,18333223,33315,0,2672
118,18366580,33357,0,2859
119,18399897,33317,0,2717
120,18433256,33359,0,2658
121,18466580,33324,0,2850
122,18499900,33320,0,2737
