Time (s),Bitrate (Bps)
0,4353.98
1,4088.50
2,4228.13
3,4179.41
4,4179.41
5,4179.41
6,4212.61
7,4206.30
8,4127.03
9,4180.06
10,4231.01
11,3336.73
12,4190.62
13,4193.85
14,4216.90
15,4201.63
16,4169.89
17,4145.47
18,4250.78
19,4193.68
20,3304.79
21,4160.57
22,4219.96
23,4200.61
24,4158.86
25,4117.11
26,4207.47
27,4179.41
28,4183.67
29,4170.91
30,4228.89
31,4188.20
32,4172.94
33,4154.94
34,4199.17
35,4187.95
36,4175.15
37,4175.15
38,4248.98
39,4170.91
40,4175.15
41,4165.99
42,4191.47
43,4175.15
44,4175.15
45,4175.15
46,4257.64
47,4134.42
48,4173.96
49,4167.85
50,4223.73
51,4186.35
52,4159.72
53,4170.91
54,4216.90
55,4171.92
56,4206.30
57,4084.35
58,4204.08
59,4215.97
60,4183.67
61,4139.65
62,4218.72
63,4165.82
64,4214.87
65,4130.21
66,4219.33
67,4208.16
68,4154.94
69,4175.15
70,4256.62
71,4169.89
72,4133.27
73,4128.18
74,4223.73
75,4150.31
76,4166.67
77,4213.85
78,4178.21
79,4196.52
80,4207.32
81,4149.54
82,4203.95
83,4224.49
84,4147.09
85,4175.15
86,4248.98
87,4170.91
88,4179.41
89,4129.20
90,4228.13
91,4183.67
92,4175.15
93,4159.02
94,4192.27
95,4207.32
96,4146.49
97,4195.32
98,4214.95
99,4196.52
100,4192.23
101,4170.91
102,4216.90
103,4166.67
104,4166.67
105,4173.12
106,4230.21
107,4190.38
108,4144.75
109,4174.80
110,4253.82
111,4156.50
112,4157.84
113,4158.54
114,4260.15
115,4166.50
116,4155.80
117,4219.16
118,4213.63
119,4175.15
120,4134.42
121,4203.87
122,4209.16
123,4231.56
124,4137.33
125,4168.02
126,4212.61
127,4180.24
128,4210.79
129,4185.42
130,4238.49
131,4142.86
132,4175.15
133,4215.89
134,4212.61
135,4179.41
136,4175.15
137,4150.56
138,4236.21
139,4139.51
140,4138.49
141,4162.60
142,4243.38
143,4185.15
144,4126.02
145,4202.93
146,4170.91
147,4233.13
148,4175.15
149,4134.42
150,4212.61
151,4205.70
152,4144.60
153,4170.91
154,4260.91
155,4161.39
156,4156.66
157,4215.89
158,4216.90
159,4170.91
160,4175.15
161,4088.50
162,4223.73
163,4237.46
164,4187.95
165,4130.21
166,4232.18
167,4155.65
168,4208.55
169,4128.18
170,4177.18
171,4189.58
172,4143.58
173,4170.91
174,4209.35
175,4210.58
176,4130.21
177,4166.67
178,4260.91
179,4136.46
180,4231.08
181,4179.41
182,4208.33
183,4179.41
184,4170.91
185,4181.06
186,4238.49
187,4175.15
188,4130.21
189,4137.24
190,4208.33
191,4179.41
192,4186.16
193,4201.25
194,4224.82
195,4191.40
196,4186.54
197,4179.41
198,4215.89
199,4155.33
200,4183.30
201,4110.89
202,4230.21
203,4153.06
204,4168.70
205,4148.83
206,4209.78
207,4175.15
208,4184.96
209,4106.71
210,4187.95
211,4141.84
212,4193.71
213,4167.51
214,4208.33
215,4165.99
216,4160.73
217,4165.45
218,4228.02
219,4176.72
220,4192.23
221,4175.15
222,4240.33
223,4192.46
224,4131.36
225,4152.35
226,4183.67
227,4205.13
228,4175.15
229,4172.10
230,4215.67
231,4175.15
232,4170.91
233,4176.72
234,4190.38
235,4137.61
236,4169.04
237,4174.97
238,4218.94
239,4152.04
240,4202.44
241,4152.08
242,4178.57
243,4187.95
244,4172.38
245,4212.83
246,4224.26
247,4179.41
248,4179.41
249,4144.16
250,4162.41
251,4175.15
252,4220.18
253,4175.15
254,4180.71
255,4193.48
256,4137.33
257,4163.62
258,4149.30
259,4181.06
260,4170.91
261,4142.57
262,4248.47
263,4170.91
264,4127.03
265,4172.38
266,4230.46
267,4092.67
268,4220.18
269,4170.91
270,4171.92
271,4207.32
272,4128.05
273,4205.61
274,4183.30
275,4203.48
276,4158.70
277,4206.51
278,4198.78
279,4171.08
280,4161.75
281,4214.36
282,4232.89
283,4105.10
284,4170.91
285,4175.15
286,4255.86
287,4144.75
288,4170.91
289,4176.72
290,4190.38
291,4222.68
292,4170.91
293,4160.90
294,4190.43
295,4170.91
296,4183.76
297,4173.60
298,4251.79
299,4107.03
300,4181.08
301,4205.70
302,4216.90
303,4134.42
304,4194.53
305,4167.71
306,4167.33
307,4140.67
308,4172.10
309,4211.60
310,4211.01
311,4181.08
312,4153.46
313,4156.50
314,4213.05
315,4163.03
316,4215.89
317,4155.10
318,4208.97
319,4179.70
320,4153.61
321,4129.20
322,4223.73
323,4224.49
324,4174.13
325,4131.23
326,4237.03
327,4191.45
328,4121.83
329,4166.67
330,4216.90
331,4227.08
332,4209.45
333,4175.15
334,4172.94
335,4206.30
336,4129.69
337,4169.72
338,4199.58
339,4220.18
340,4144.75
341,4205.49
342,4208.33
343,4126.02
344,4120.81
345,4170.66
346,4412.07
